Last_Updated,Data_Start_Date,Data_End_Date,Total_Days,Today_Spend,Today_Revenue,Today_Purchases,Today_ROAS,Total_Records
2026-01-12 00:46:02,2024-10-01,2026-01-12,469,3392.69,2096.1,4,0.62,1357
